movie_title,release_date,genre,MPAA_rating,total_gross,inflation_adjusted_gross,character,voice-actor,director
Atlantis: The Lost Empire,2001-06-08,Adventure,PG,84052762.0,125188122.0,Audrey Ramirez,Jacqueline Obradors,Gary Trousdale
Atlantis: The Lost Empire,2001-06-08,Adventure,PG,84052762.0,125188122.0,Commander Lyle Rourke,James Garner,Gary Trousdale
Atlantis: The Lost Empire,2001-06-08,Adventure,PG,84052762.0,125188122.0,Cookie,Jim Varney,Gary Trousdale
Atlantis: The Lost Empire,2001-06-08,Adventure,PG,84052762.0,125188122.0,Dr. Joshua Sweet,Phil Morris,Gary Trousdale
Atlantis: The Lost Empire,2001-06-08,Adventure,PG,84052762.0,125188122.0,Fenton Q. Harcourt,David Ogden Stiers,Gary Trousdale
Atlantis: The Lost Empire,2001-06-08,Adventure,PG,84052762.0,125188122.0,"Gaetan ""Mole"" Moliére",Corey Burton,Gary Trousdale
Atlantis: The Lost Empire,2001-06-08,Adventure,PG,84052762.0,125188122.0,Helga Sinclair,Claudia Christian,Gary Trousdale
Atlantis: The Lost Empire,2001-06-08,Adventure,PG,84052762.0,125188122.0,King Kashekim Nedakh,Leonard Nimoy,Gary Trousdale
Atlantis: The Lost Empire,2001-06-08,Adventure,PG,84052762.0,125188122.0,Milo Thatch,Michael J. Fox,Gary Trousdale
Atlantis: The Lost Empire,2001-06-08,Adventure,PG,84052762.0,125188122.0,Preston B. Whitmore,John Mahoney,Gary Trousdale
Atlantis: The Lost Empire,2001-06-08,Adventure,PG,84052762.0,125188122.0,Princess Kidagakash,Cree Summer,Gary Trousdale
Atlantis: The Lost Empire,2001-06-08,Adventure,PG,84052762.0,125188122.0,"Vincenzo ""Vinny"" Santorini",Don Novello,Gary Trousdale
Atlantis: The Lost Empire,2001-06-08,Adventure,PG,84052762.0,125188122.0,Wilhelmina Packard,Florence Stanley,Gary Trousdale
Lilo & Stitch,2002-06-21,Adventure,PG,145771527.0,211506702.0,Agent Wendy Pleakley,Kevin McDonald,Chris Sanders
Lilo & Stitch,2002-06-21,Adventure,PG,145771527.0,211506702.0,Cobra Bubbles,Ving Rhames,Chris Sanders
Lilo & Stitch,2002-06-21,Adventure,PG,145771527.0,211506702.0,David Kawena,Jason Scott Lee,Chris Sanders
Lilo & Stitch,2002-06-21,Adventure,PG,145771527.0,211506702.0,Dr. Jumba Jookiba,David Ogden Stiers,Chris Sanders
Lilo & Stitch,2002-06-21,Adventure,PG,145771527.0,211506702.0,Captain Gantu,Kevin Michael Richardson,Chris Sanders
Lilo & Stitch,2002-06-21,Adventure,PG,145771527.0,211506702.0,Grand Councilwoman,Zoe Caldwell,Chris Sanders
Lilo & Stitch,2002-06-21,Adventure,PG,145771527.0,211506702.0,Lilo Pelekai,Daveigh Chase,Chris Sanders
Lilo & Stitch,2002-06-21,Adventure,PG,145771527.0,211506702.0,Mrs. Hasagawa,Amy Hill,Chris Sanders
Lilo & Stitch,2002-06-21,Adventure,PG,145771527.0,211506702.0,Myrtle Edmonds,Miranda Paige Walls; Liliana Mumy,Chris Sanders
Lilo & Stitch,2002-06-21,Adventure,PG,145771527.0,211506702.0,Nani Pelekai,Tia Carrere,Chris Sanders
Lilo & Stitch,2002-06-21,Adventure,PG,145771527.0,211506702.0,Stitch,Chris Sanders,Chris Sanders
The Country Bears,2002-07-26,Adventure,G,16988996.0,24650121.0,Beary Barrington,Haley Joel Osment,Desconocido
The Country Bears,2002-07-26,Adventure,G,16988996.0,24650121.0,Big Al,James Gammon,Desconocido
The Country Bears,2002-07-26,Adventure,G,16988996.0,24650121.0,Dex Barrington,Justin Berfield,Desconocido
The Country Bears,2002-07-26,Adventure,G,16988996.0,24650121.0,Ted Betterhead,Diedrich Bader,Desconocido
Treasure Planet,2002-11-27,Adventure,PG,38120554.0,55189145.0,B.E.N.,Martin Short,Ron Clements
Treasure Planet,2002-11-27,Adventure,PG,38120554.0,55189145.0,Billy Bones,Patrick McGoohan,Ron Clements
Treasure Planet,2002-11-27,Adventure,PG,38120554.0,55189145.0,Captain Amelia,Emma Thompson,Ron Clements
Treasure Planet,2002-11-27,Adventure,PG,38120554.0,55189145.0,Dr. Doppler,David Hyde Pierce,Ron Clements
Treasure Planet,2002-11-27,Adventure,PG,38120554.0,55189145.0,Hands,Micheal McShane,Ron Clements
Treasure Planet,2002-11-27,Adventure,PG,38120554.0,55189145.0,Jim Hawkins,Joseph Gordon-Levitt,Ron Clements
Treasure Planet,2002-11-27,Adventure,PG,38120554.0,55189145.0,John Silver,Brian Murray,Ron Clements
Treasure Planet,2002-11-27,Adventure,PG,38120554.0,55189145.0,Morph,Dane A. Davis,Ron Clements
Treasure Planet,2002-11-27,Adventure,PG,38120554.0,55189145.0,Mr. Arrow,Roscoe Lee Browne,Ron Clements
Treasure Planet,2002-11-27,Adventure,PG,38120554.0,55189145.0,Onus,Corey Burton,Ron Clements
Treasure Planet,2002-11-27,Adventure,PG,38120554.0,55189145.0,Sarah Hawkins,Laurie Metcalf,Ron Clements
Treasure Planet,2002-11-27,Adventure,PG,38120554.0,55189145.0,Scroop,Michael Wincott,Ron Clements
Brother Bear,2003-10-24,Adventure,G,85336277.0,119218333.0,Denahi,Jason Raize,Robert Walker
Brother Bear,2003-10-24,Adventure,G,85336277.0,119218333.0,Kenai,Joaquin Phoenix,Robert Walker
Brother Bear,2003-10-24,Adventure,G,85336277.0,119218333.0,Koda,Jeremy Suarez,Robert Walker
Brother Bear,2003-10-24,Adventure,G,85336277.0,119218333.0,Rutt and Tuke,Rick Moranis; Dave Thomas,Robert Walker
Brother Bear,2003-10-24,Adventure,G,85336277.0,119218333.0,Sitka,D. B. Sweeney,Robert Walker
Brother Bear,2003-10-24,Adventure,G,85336277.0,119218333.0,Tanana,Joan Copeland,Robert Walker
Brother Bear,2003-10-24,Adventure,G,85336277.0,119218333.0,Tug,Michael Clarke Duncan,Robert Walker
Home on the Range,2004-04-02,Comedy,PG,50026353.0,67910166.0,Alameda Slim,Randy Quaid,Will Finn
Home on the Range,2004-04-02,Comedy,PG,50026353.0,67910166.0,Audrey the Chicken,Estelle Harris,Will Finn
Home on the Range,2004-04-02,Comedy,PG,50026353.0,67910166.0,Buck,Cuba Gooding Jr.,Will Finn
Home on the Range,2004-04-02,Comedy,PG,50026353.0,67910166.0,Grace,Jennifer Tilly,Will Finn
Home on the Range,2004-04-02,Comedy,PG,50026353.0,67910166.0,Jeb the Goat,Joe Flaherty,Will Finn
Home on the Range,2004-04-02,Comedy,PG,50026353.0,67910166.0,Junior the Buffalo,Lance LeGault,Will Finn
Home on the Range,2004-04-02,Comedy,PG,50026353.0,67910166.0,Larry the Duck,Marshall Efron,Will Finn
Home on the Range,2004-04-02,Comedy,PG,50026353.0,67910166.0,Lucky Jack,Charles Haid,Will Finn
Home on the Range,2004-04-02,Comedy,PG,50026353.0,67910166.0,Maggie,Roseanne Barr,Will Finn
Home on the Range,2004-04-02,Comedy,PG,50026353.0,67910166.0,Mrs. Calloway,Judi Dench,Will Finn
Home on the Range,2004-04-02,Comedy,PG,50026353.0,67910166.0,Ollie the Pig,Charlie Dell,Will Finn
Home on the Range,2004-04-02,Comedy,PG,50026353.0,67910166.0,Pearl Gesner,Carole Cook,Will Finn
Home on the Range,2004-04-02,Comedy,PG,50026353.0,67910166.0,Rico,Charles Dennis,Will Finn
Home on the Range,2004-04-02,Comedy,PG,50026353.0,67910166.0,Rusty the Dog,G.W. Bailey,Will Finn
Home on the Range,2004-04-02,Comedy,PG,50026353.0,67910166.0,Sam the Sheriff,Richard Riehle,Will Finn
Home on the Range,2004-04-02,Comedy,PG,50026353.0,67910166.0,Wesley,Steve Buscemi,Will Finn
Pooh's Heffalump Movie,2005-02-11,Adventure,G,18098433.0,23801835.0,Lumpy the Heffalump,Kyle Stanger,Desconocido
Chicken Little,2005-11-04,Adventure,G,135386665.0,177954661.0,Abby Mallard,Joan Cusack,Mark Dindal
Chicken Little,2005-11-04,Adventure,G,135386665.0,177954661.0,Buck Cluck,Garry Marshall,Mark Dindal
Chicken Little,2005-11-04,Adventure,G,135386665.0,177954661.0,Chicken Little,Zach Braff,Mark Dindal
Chicken Little,2005-11-04,Adventure,G,135386665.0,177954661.0,Fish Out of Water,Dan Molina,Mark Dindal
Chicken Little,2005-11-04,Adventure,G,135386665.0,177954661.0,Foxy Loxy,Amy Sedaris,Mark Dindal
Chicken Little,2005-11-04,Adventure,G,135386665.0,177954661.0,Goosey Loosey,Mark Walton,Mark Dindal
Chicken Little,2005-11-04,Adventure,G,135386665.0,177954661.0,Kirby,Sean Elmore,Mark Dindal
Chicken Little,2005-11-04,Adventure,G,135386665.0,177954661.0,Melvin,Fred Willard,Mark Dindal
Chicken Little,2005-11-04,Adventure,G,135386665.0,177954661.0,Morcupine Porcupine,Mark Dindal,Mark Dindal
Chicken Little,2005-11-04,Adventure,G,135386665.0,177954661.0,Mr. Woolensworth,Patrick Stewart,Mark Dindal
Chicken Little,2005-11-04,Adventure,G,135386665.0,177954661.0,Runt of the Litter,Steve Zahn,Mark Dindal
Chicken Little,2005-11-04,Adventure,G,135386665.0,177954661.0,Tina,Catherine O'Hara,Mark Dindal
Chicken Little,2005-11-04,Adventure,G,135386665.0,177954661.0,Turkey Lurkey,Don Knotts,Mark Dindal
Meet the Robinsons,2007-03-30,Adventure,G,97822171.0,119860589.0,Bowler Hat Guy,Stephen J. Anderson,Stephen J. Anderson
Meet the Robinsons,2007-03-30,Adventure,G,97822171.0,119860589.0,Carl the Robot,Harland Williams,Stephen J. Anderson
Meet the Robinsons,2007-03-30,Adventure,G,97822171.0,119860589.0,Cornelius Robinson,Tom Selleck,Stephen J. Anderson
Meet the Robinsons,2007-03-30,Adventure,G,97822171.0,119860589.0,Doris,Ethan Sandler,Stephen J. Anderson
Meet the Robinsons,2007-03-30,Adventure,G,97822171.0,119860589.0,Frankie the Frog,Aurian Redson,Stephen J. Anderson
Meet the Robinsons,2007-03-30,Adventure,G,97822171.0,119860589.0,Franny Robinson,Nicole Sullivan,Stephen J. Anderson
Meet the Robinsons,2007-03-30,Adventure,G,97822171.0,119860589.0,Goob,Matthew Josten,Stephen J. Anderson
Meet the Robinsons,2007-03-30,Adventure,G,97822171.0,119860589.0,Lefty,Nathan Greno,Stephen J. Anderson
Meet the Robinsons,2007-03-30,Adventure,G,97822171.0,119860589.0,Lewis,Jordan Fry,Stephen J. Anderson
Meet the Robinsons,2007-03-30,Adventure,G,97822171.0,119860589.0,Lizzy,Tracey Miller-Zarneke,Stephen J. Anderson
Meet the Robinsons,2007-03-30,Adventure,G,97822171.0,119860589.0,Lucille Krunklehorn,Laurie Metcalf,Stephen J. Anderson
Meet the Robinsons,2007-03-30,Adventure,G,97822171.0,119860589.0,Mildred,Angela Bassett,Stephen J. Anderson
Meet the Robinsons,2007-03-30,Adventure,G,97822171.0,119860589.0,Mr. Willerstein,Tom Kenny,Stephen J. Anderson
Meet the Robinsons,2007-03-30,Adventure,G,97822171.0,119860589.0,Tiny,Joe Mateo,Stephen J. Anderson
Meet the Robinsons,2007-03-30,Adventure,G,97822171.0,119860589.0,Uncle Art,Adam West,Stephen J. Anderson
Meet the Robinsons,2007-03-30,Adventure,G,97822171.0,119860589.0,Wilbur Robinson,Wesley Singerman,Stephen J. Anderson
Enchanted,2007-11-21,Romantic Comedy,PG,127706877.0,156074310.0,Giselle,Amy Adams,Desconocido
Enchanted,2007-11-21,Romantic Comedy,PG,127706877.0,156074310.0,Nancy Tremaine,Idina Menzel,Desconocido
Enchanted,2007-11-21,Romantic Comedy,PG,127706877.0,156074310.0,Nathaniel,Timothy Spall,Desconocido
Enchanted,2007-11-21,Romantic Comedy,PG,127706877.0,156074310.0,Pip,Jeff Bennett; Kevin Lima,Desconocido
Enchanted,2007-11-21,Romantic Comedy,PG,127706877.0,156074310.0,Prince Edward,James Marsden,Desconocido
Enchanted,2007-11-21,Romantic Comedy,PG,127706877.0,156074310.0,Queen Narissa,Susan Sarandon,Desconocido
Bolt,2008-11-21,Comedy,PG,114053759.0,133702498.0,The Agent,Greg Germann,Chris Williams
Bolt,2008-11-21,Comedy,PG,114053759.0,133702498.0,Blake,Nick Swardson,Chris Williams
Bolt,2008-11-21,Comedy,PG,114053759.0,133702498.0,Bolt,John Travolta,Chris Williams
Bolt,2008-11-21,Comedy,PG,114053759.0,133702498.0,The Director,James Lipton,Chris Williams
Bolt,2008-11-21,Comedy,PG,114053759.0,133702498.0,Dr. Calico,Malcolm McDowell,Chris Williams
Bolt,2008-11-21,Comedy,PG,114053759.0,133702498.0,Dr. Forrester,Ronn Moss,Chris Williams
Bolt,2008-11-21,Comedy,PG,114053759.0,133702498.0,Mindy,Kari Wahlgren,Chris Williams
Bolt,2008-11-21,Comedy,PG,114053759.0,133702498.0,Mittens,Susie Essman,Chris Williams
Bolt,2008-11-21,Comedy,PG,114053759.0,133702498.0,Penny's Mom,Grey DeLisle,Chris Williams
Bolt,2008-11-21,Comedy,PG,114053759.0,133702498.0,Penny,Miley Cyrus,Chris Williams
Bolt,2008-11-21,Comedy,PG,114053759.0,133702498.0,Rhino,Mark Walton,Chris Williams
Bolt,2008-11-21,Comedy,PG,114053759.0,133702498.0,Thug,Randy Savage,Chris Williams
Bolt,2008-11-21,Comedy,PG,114053759.0,133702498.0,Veteran Cat,Diedrich Bader,Chris Williams
The Princess and the Frog,2009-11-25,Adventure,G,104400899.0,116316457.0,Buford the Cook,Michael Colyar,Ron Clements
The Princess and the Frog,2009-11-25,Adventure,G,104400899.0,116316457.0,Charlotte La Bouff,Jennifer Cody,Ron Clements
The Princess and the Frog,2009-11-25,Adventure,G,104400899.0,116316457.0,Cousin Randy,Randy Newman,Ron Clements
The Princess and the Frog,2009-11-25,Adventure,G,104400899.0,116316457.0,Dr. Facilier,Keith David,Ron Clements
The Princess and the Frog,2009-11-25,Adventure,G,104400899.0,116316457.0,"Eli ""Big Daddy"" La Bouff",John Goodman,Ron Clements
The Princess and the Frog,2009-11-25,Adventure,G,104400899.0,116316457.0,Eudora,Oprah Winfrey,Ron Clements
The Princess and the Frog,2009-11-25,Adventure,G,104400899.0,116316457.0,Evangaline,Desconocido,Ron Clements
The Princess and the Frog,2009-11-25,Adventure,G,104400899.0,116316457.0,Harvey Fenner,Corey Burton,Ron Clements
The Princess and the Frog,2009-11-25,Adventure,G,104400899.0,116316457.0,Henry Fenner,Jerry Kernion,Ron Clements
The Princess and the Frog,2009-11-25,Adventure,G,104400899.0,116316457.0,Ian the Alligator,Kevin Michael Richardson,Ron Clements
The Princess and the Frog,2009-11-25,Adventure,G,104400899.0,116316457.0,Lawrence the Valet,Peter Bartlett,Ron Clements
The Princess and the Frog,2009-11-25,Adventure,G,104400899.0,116316457.0,Louis the Alligator,Michael-Leon Wooley,Ron Clements
The Princess and the Frog,2009-11-25,Adventure,G,104400899.0,116316457.0,Mama Odie,Jenifer Lewis,Ron Clements
The Princess and the Frog,2009-11-25,Adventure,G,104400899.0,116316457.0,Marlon the Alligator,Emeril Lagasse,Ron Clements
The Princess and the Frog,2009-11-25,Adventure,G,104400899.0,116316457.0,Prince Naveen,Bruno Campos,Ron Clements
The Princess and the Frog,2009-11-25,Adventure,G,104400899.0,116316457.0,Ray the Firefly,Jim Cummings,Ron Clements
The Princess and the Frog,2009-11-25,Adventure,G,104400899.0,116316457.0,Tiana,Anika Noni Rose,Ron Clements
The Princess and the Frog,2009-11-25,Adventure,G,104400899.0,116316457.0,Two Fingers,Paul Briggs,Ron Clements
Alice in Wonderland,2010-03-05,Adventure,PG,334191110.0,357063499.0,Alice,Kathryn Beaumont,Clyde Geronimi
Alice in Wonderland,2010-03-05,Adventure,PG,334191110.0,357063499.0,Alice's Sister,Heather Angel,Clyde Geronimi
Alice in Wonderland,2010-03-05,Adventure,PG,334191110.0,357063499.0,Bill the Lizard,Larry Grey,Clyde Geronimi
Alice in Wonderland,2010-03-05,Adventure,PG,334191110.0,357063499.0,The Carpenter,J. Pat O'Malley,Clyde Geronimi
Alice in Wonderland,2010-03-05,Adventure,PG,334191110.0,357063499.0,The Caterpillar,Richard Haydn,Clyde Geronimi
Alice in Wonderland,2010-03-05,Adventure,PG,334191110.0,357063499.0,Cheshire Cat,Sterling Holloway,Clyde Geronimi
Alice in Wonderland,2010-03-05,Adventure,PG,334191110.0,357063499.0,Dinah the Cat,Desconocido,Clyde Geronimi
Alice in Wonderland,2010-03-05,Adventure,PG,334191110.0,357063499.0,The Dodo,Bill Thompson,Clyde Geronimi
Alice in Wonderland,2010-03-05,Adventure,PG,334191110.0,357063499.0,The Doorknob,Joseph Kearns,Clyde Geronimi
Alice in Wonderland,2010-03-05,Adventure,PG,334191110.0,357063499.0,The Dormouse,Jimmy MacDonald,Clyde Geronimi
Alice in Wonderland,2010-03-05,Adventure,PG,334191110.0,357063499.0,The King of Hearts,Dink Trout,Clyde Geronimi
Alice in Wonderland,2010-03-05,Adventure,PG,334191110.0,357063499.0,Mad Hatter,Ed Wynn,Clyde Geronimi
Alice in Wonderland,2010-03-05,Adventure,PG,334191110.0,357063499.0,March Hare,Jerry Colonna,Clyde Geronimi
Alice in Wonderland,2010-03-05,Adventure,PG,334191110.0,357063499.0,The Queen of Hearts,Verna Felton,Clyde Geronimi
Alice in Wonderland,2010-03-05,Adventure,PG,334191110.0,357063499.0,The Rose,Doris Lloyd,Clyde Geronimi
Alice in Wonderland,2010-03-05,Adventure,PG,334191110.0,357063499.0,Tweedledum and Tweedledee,J. Pat O'Malley,Clyde Geronimi
Alice in Wonderland,2010-03-05,Adventure,PG,334191110.0,357063499.0,The Walrus,J. Pat O'Malley,Clyde Geronimi
Alice in Wonderland,2010-03-05,Adventure,PG,334191110.0,357063499.0,White Rabbit,Bill Thompson,Clyde Geronimi
Tangled,2010-11-24,Adventure,PG,200821936.0,214388548.0,Flynn Rider,Zachary Levi,Nathan Greno
Tangled,2010-11-24,Adventure,PG,200821936.0,214388548.0,Hook Hand,Brad Garrett,Nathan Greno
Tangled,2010-11-24,Adventure,PG,200821936.0,214388548.0,Maximus,Desconocido,Nathan Greno
Tangled,2010-11-24,Adventure,PG,200821936.0,214388548.0,Mother Gothel,Donna Murphy,Nathan Greno
Tangled,2010-11-24,Adventure,PG,200821936.0,214388548.0,Pascal,Frank Welker,Nathan Greno
Tangled,2010-11-24,Adventure,PG,200821936.0,214388548.0,Rapunzel,Mandy Moore,Nathan Greno
Tangled,2010-11-24,Adventure,PG,200821936.0,214388548.0,Stabbington Brothers,Ron Perlman,Nathan Greno
Tron: Legacy,2010-12-17,Adventure,PG,172062763.0,183619259.0,Sam Flynn,Garrett John Hedlund,Desconocido
Wreck-It Ralph,2012-11-02,Adventure,PG,189412677.0,200354959.0,Adorabeezle Winterpop,Desconocido,Rich Moore
Wreck-It Ralph,2012-11-02,Adventure,PG,189412677.0,200354959.0,Candlehead,Katie Lowes,Rich Moore
Wreck-It Ralph,2012-11-02,Adventure,PG,189412677.0,200354959.0,Crumbelina DiCaramello,Cymbre Walk,Rich Moore
Wreck-It Ralph,2012-11-02,Adventure,PG,189412677.0,200354959.0,Duncan,Horatio Sanz,Rich Moore
Wreck-It Ralph,2012-11-02,Adventure,PG,189412677.0,200354959.0,Fix-It Felix Jr.,Jack McBrayer,Rich Moore
Wreck-It Ralph,2012-11-02,Adventure,PG,189412677.0,200354959.0,General Hologram,Dennis Haysbert,Rich Moore
Wreck-It Ralph,2012-11-02,Adventure,PG,189412677.0,200354959.0,Gloyd Orangeboar,Desconocido,Rich Moore
Wreck-It Ralph,2012-11-02,Adventure,PG,189412677.0,200354959.0,Jubileena Bing-Bing,Josie Trinidad,Rich Moore
Wreck-It Ralph,2012-11-02,Adventure,PG,189412677.0,200354959.0,King Candy/Turbo,Alan Tudyk,Rich Moore
Wreck-It Ralph,2012-11-02,Adventure,PG,189412677.0,200354959.0,Mr. Litwak,Ed O'Neill,Rich Moore
Wreck-It Ralph,2012-11-02,Adventure,PG,189412677.0,200354959.0,Markowski,Joe Lo Truglio,Rich Moore
Wreck-It Ralph,2012-11-02,Adventure,PG,189412677.0,200354959.0,Minty Zaki,Desconocido,Rich Moore
Wreck-It Ralph,2012-11-02,Adventure,PG,189412677.0,200354959.0,Rancis Fluggerbutter,Jamie Elman,Rich Moore
Wreck-It Ralph,2012-11-02,Adventure,PG,189412677.0,200354959.0,Sergeant Calhoun,Jane Lynch,Rich Moore
Wreck-It Ralph,2012-11-02,Adventure,PG,189412677.0,200354959.0,Snowanna Rainbeau,Desconocido,Rich Moore
Wreck-It Ralph,2012-11-02,Adventure,PG,189412677.0,200354959.0,Sour Bill,Rich Moore,Rich Moore
Wreck-It Ralph,2012-11-02,Adventure,PG,189412677.0,200354959.0,"Swizzle ""The Swizz"" Malarkey",Desconocido,Rich Moore
Wreck-It Ralph,2012-11-02,Adventure,PG,189412677.0,200354959.0,Taffyta Muttonfudge,Mindy Kaling,Rich Moore
Wreck-It Ralph,2012-11-02,Adventure,PG,189412677.0,200354959.0,Vanellope von Schweetz,Sarah Silverman,Rich Moore
Wreck-It Ralph,2012-11-02,Adventure,PG,189412677.0,200354959.0,Wreck-It Ralph,John C. Reilly,Rich Moore
Wreck-It Ralph,2012-11-02,Adventure,PG,189412677.0,200354959.0,Wynchel,Adam Carolla,Rich Moore
Frozen,2013-11-22,Adventure,PG,400738009.0,414997174.0,Anna,Kristen Bell,Chris Buck
Frozen,2013-11-22,Adventure,PG,400738009.0,414997174.0,Duke of Weselton,Alan Tudyk,Chris Buck
Frozen,2013-11-22,Adventure,PG,400738009.0,414997174.0,Elsa,Idina Menzel,Chris Buck
Frozen,2013-11-22,Adventure,PG,400738009.0,414997174.0,Kristoff,Jonathan Groff,Chris Buck
Frozen,2013-11-22,Adventure,PG,400738009.0,414997174.0,Oaken,Chris Williams,Chris Buck
Frozen,2013-11-22,Adventure,PG,400738009.0,414997174.0,Olaf,Josh Gad,Chris Buck
Frozen,2013-11-22,Adventure,PG,400738009.0,414997174.0,Prince Hans,Santino Fontana,Chris Buck
Frozen,2013-11-22,Adventure,PG,400738009.0,414997174.0,Sven,Desconocido,Chris Buck
Big Hero 6,2014-11-07,Adventure,PG,222527828.0,229249222.0,Tadashi Hamada,Daniel Henney,Don Hall
Zootopia,2016-03-04,Adventure,PG,341268248.0,341268248.0,Assistant Mayor Dawn Bellwether,Jenny Slate,Byron Howard
Zootopia,2016-03-04,Adventure,PG,341268248.0,341268248.0,Benjamin Clawhauser,Nate Torrence,Byron Howard
Zootopia,2016-03-04,Adventure,PG,341268248.0,341268248.0,Bonnie Hopps,Bonnie Hunt,Byron Howard
Zootopia,2016-03-04,Adventure,PG,341268248.0,341268248.0,Bucky Oryx-Antlerson,Byron Howard,Byron Howard
Zootopia,2016-03-04,Adventure,PG,341268248.0,341268248.0,Chief Bogo,Idris Elba,Byron Howard
Zootopia,2016-03-04,Adventure,PG,341268248.0,341268248.0,Doug Ramses,Rich Moore,Byron Howard
Zootopia,2016-03-04,Adventure,PG,341268248.0,341268248.0,Duke Weaselton,Alan Tudyk,Byron Howard
Zootopia,2016-03-04,Adventure,PG,341268248.0,341268248.0,Emmitt Otterton,Desconocido,Byron Howard
Zootopia,2016-03-04,Adventure,PG,341268248.0,341268248.0,Finnick,"Tommy ""Tiny"" Lister Jr.",Byron Howard
Zootopia,2016-03-04,Adventure,PG,341268248.0,341268248.0,Flash Slothmore,Raymond S. Persi,Byron Howard
Zootopia,2016-03-04,Adventure,PG,341268248.0,341268248.0,Gazelle,Shakira,Byron Howard
Zootopia,2016-03-04,Adventure,PG,341268248.0,341268248.0,Jerry Jumbeaux Jr.,John DiMaggio,Byron Howard
Zootopia,2016-03-04,Adventure,PG,341268248.0,341268248.0,Jesse the Ram,John DiMaggio,Byron Howard
Zootopia,2016-03-04,Adventure,PG,341268248.0,341268248.0,Judy Hopps,Ginnifer Goodwin,Byron Howard
Zootopia,2016-03-04,Adventure,PG,341268248.0,341268248.0,Mayor Lionheart,J.K. Simmons,Byron Howard
Zootopia,2016-03-04,Adventure,PG,341268248.0,341268248.0,Mr. Big,Maurice LaMarche,Byron Howard
Zootopia,2016-03-04,Adventure,PG,341268248.0,341268248.0,Mrs. Otterton,Octavia Spencer,Byron Howard
Zootopia,2016-03-04,Adventure,PG,341268248.0,341268248.0,"Nicholas ""Nick"" P. Wilde",Jason Bateman,Byron Howard
Zootopia,2016-03-04,Adventure,PG,341268248.0,341268248.0,Pronk Oryx-Antlerson,Jared Bush,Byron Howard
Zootopia,2016-03-04,Adventure,PG,341268248.0,341268248.0,Stu Hopps,Don Lake,Byron Howard
Zootopia,2016-03-04,Adventure,PG,341268248.0,341268248.0,Woolter the Ram,John DiMaggio,Byron Howard
Zootopia,2016-03-04,Adventure,PG,341268248.0,341268248.0,Yax,Tommy Chong,Byron Howard
Moana,2016-11-23,Adventure,PG,246082029.0,246082029.0,Gramma Tala,Rachel House,Ron Clements
Moana,2016-11-23,Adventure,PG,246082029.0,246082029.0,Heihei the Rooster,Alan Tudyk,Ron Clements
Moana,2016-11-23,Adventure,PG,246082029.0,246082029.0,Maui,Dwayne Johnson,Ron Clements
Moana,2016-11-23,Adventure,PG,246082029.0,246082029.0,Moana Waialiki,Auli'i Cravalho,Ron Clements
Moana,2016-11-23,Adventure,PG,246082029.0,246082029.0,Pua,Desconocido,Ron Clements
Moana,2016-11-23,Adventure,PG,246082029.0,246082029.0,Tamatoa,Jemaine Clement,Ron Clements
Moana,2016-11-23,Adventure,PG,246082029.0,246082029.0,Tui Waialiki,Temuera Morrison,Ron Clements
The Many Adventures of Winnie the Pooh,1977-03-11,Desconocido,Desconocido,0.0,0.0,Desconocido,Desconocido,Wolfgang Reitherman
Winnie the Pooh,2011-07-15,Adventure,G,26692846.0,28375869.0,Desconocido,Desconocido,Stephen J. Anderson
